Instagram,Facebook,YouTube,Twitter,Telegram,WhatsApp,TikTok,Radio,TV,Newspaper,Website,Sales
20,65,54,72,38,5,68,12,36,21,23,49
81,62,36,55,32,36,17,5,19,42,3,19
22,33,33,77,43,27,79,29,5,43,26,48
24,77,79,34,43,17,60,46,15,49,20,43
88,88,16,73,47,9,14,10,28,8,42,27
65,32,4,2,58,5,66,40,28,46,36,39
72,79,74,68,38,11,27,29,34,3,31,29
30,89,31,60,12,7,25,48,28,45,14,20
50,62,31,32,28,36,77,35,17,16,45,11
81,70,26,40,23,7,68,20,38,16,21,37
29,72,48,30,17,3,52,28,9,39,29,22
59,22,35,36,28,17,73,12,6,11,20,37
54,68,41,34,62,7,12,37,6,38,40,18
60,49,21,35,15,22,24,8,41,17,39,18
79,84,68,53,27,39,50,40,7,9,28,18
39,20,29,28,36,22,44,20,12,20,20,30
81,94,52,35,43,2,28,39,31,22,35,43
57,73,73,43,46,6,63,25,16,20,29,32
87,56,44,16,77,32,66,34,22,41,14,17
88,46,62,10,55,34,76,6,40,7,5,15
67,28,47,75,11,18,53,27,11,25,29,49
80,53,67,55,13,11,50,17,10,15,34,44
47,61,43,11,34,38,12,8,19,39,45,41
81,72,60,30,70,38,34,29,22,20,39,14
63,88,4,47,23,36,70,34,24,13,9,36
31,38,32,24,33,5,77,31,48,35,10,13
21,88,67,35,67,13,58,26,43,33,17,49
79,31,58,6,57,23,38,22,22,17,15,21
61,46,57,51,57,37,61,37,45,46,6,10
21,65,24,20,11,22,11,5,9,13,48,33
29,93,47,59,21,9,36,38,36,48,30,31
82,26,5,67,72,14,35,15,14,42,9,12
45,46,70,59,58,28,41,31,42,38,18,41
63,44,21,68,17,34,14,20,49,49,23,31
29,30,55,35,39,35,23,43,43,39,30,20
84,27,4,16,32,9,65,23,39,34,27,15
71,57,33,42,30,37,74,5,39,32,32,20
47,79,56,78,64,28,57,44,17,22,42,27
46,24,66,29,11,13,32,48,17,3,36,31
42,48,37,78,32,35,39,12,47,11,3,45
27,54,50,44,29,1,39,26,13,12,42,34
27,82,74,2,42,24,64,46,45,13,19,39
91,84,52,17,27,35,32,39,44,36,45,38
95,49,35,12,24,13,59,6,33,45,47,15
69,67,6,69,20,34,16,37,30,30,35,12
58,90,78,69,76,28,18,18,7,19,24,31
79,42,45,47,44,17,25,8,15,25,39,10
61,48,10,77,40,17,66,38,20,11,12,24
81,69,20,16,25,39,50,44,38,28,48,40
77,22,27,42,66,37,41,7,4,8,27,27
70,56,37,15,10,31,12,18,32,23,43,12
78,89,37,3,72,27,76,39,17,27,34,45
39,46,30,29,31,1,15,26,46,25,23,10
95,87,66,46,38,27,59,22,34,43,38,34
50,48,56,30,72,36,68,35,23,13,7,36
94,26,76,52,35,13,16,43,43,44,23,11
79,80,40,41,47,30,60,46,15,15,36,13
39,83,27,13,66,24,27,20,16,42,42,27
40,35,24,24,52,19,52,31,37,47,3,10
79,30,19,24,59,18,51,21,11,39,12,36
33,78,57,34,42,12,14,26,42,15,24,12
36,32,10,9,36,33,35,10,24,18,18,12
62,58,24,15,18,33,32,11,4,10,42,12
52,23,12,58,48,7,29,48,15,31,42,24
85,81,63,74,60,13,76,39,2,26,20,19
44,58,48,24,79,37,46,27,11,39,28,47
86,93,75,38,37,1,39,35,40,32,20,23
94,64,57,15,65,17,70,34,21,35,33,41
58,44,43,31,38,34,75,9,43,16,8,13
67,67,49,46,59,7,10,37,35,12,34,46
29,91,31,35,24,4,27,38,48,14,39,27
82,65,30,27,68,20,76,1,16,27,12,25
26,38,23,15,61,36,44,47,16,14,39,39
40,63,55,49,46,1,71,27,31,13,44,30
29,59,70,37,10,18,18,40,3,31,5,46
28,51,12,20,27,30,14,39,14,42,5,15
37,91,22,19,55,28,66,40,5,29,37,32
77,50,52,15,78,25,69,47,8,20,49,14
57,35,63,68,73,37,52,16,49,11,41,13
28,82,25,51,41,19,79,22,43,1,33,20
79,55,65,45,56,16,26,48,11,3,32,38
28,21,9,48,31,32,14,9,12,27,25,39
67,36,4,48,68,18,62,47,11,11,40,41
35,86,76,8,33,29,59,16,13,18,22,46
80,60,15,76,32,38,24,19,9,43,4,12
54,84,60,54,31,2,34,41,5,40,30,36
20,89,66,60,35,22,37,8,12,24,45,34
59,39,75,11,25,24,57,24,29,17,26,23
33,40,32,46,68,18,59,19,40,49,28,20
88,31,24,28,30,21,14,47,18,31,15,31
95,28,56,69,18,9,77,43,48,20,38,25
22,57,39,42,35,2,39,23,17,27,42,19
93,88,38,40,15,37,59,3,21,43,47,20
96,68,40,10,25,30,78,33,3,48,13,24
93,61,43,24,60,6,10,17,27,4,20,16
92,40,66,77,27,7,64,7,27,16,32,38
68,45,23,28,76,2,53,20,24,13,19,48
71,28,5,16,25,18,73,30,3,25,31,40
66,83,76,51,50,18,19,28,3,2,5,46
77,64,6,5,13,38,14,29,25,40,43,15
67,62,47,4,11,11,70,25,36,40,39,10
70,50,45,8,48,4,19,32,20,4,22,14
78,23,26,30,65,39,52,2,37,44,10,25
40,87,69,20,67,4,57,17,42,49,24,47
41,91,67,18,31,5,51,49,49,46,27,30
43,37,12,40,70,8,56,9,33,4,40,20
70,48,19,5,17,18,28,3,13,48,7,45
63,55,8,57,26,35,32,42,5,30,38,49
62,43,34,5,67,29,20,2,16,2,49,48
96,26,57,9,33,32,13,9,9,46,42,37
41,93,72,60,72,19,59,5,29,28,23,47
51,83,1,50,32,21,46,22,33,36,47,21
36,20,34,51,19,4,49,3,35,27,39,46
35,87,44,18,75,10,46,23,5,47,14,19
25,38,42,46,45,25,16,48,26,49,7,40
23,29,10,31,21,38,32,42,38,33,13,21
37,56,65,18,37,24,32,37,9,30,3,32
91,78,16,54,12,13,25,34,49,26,45,36
34,23,30,16,65,19,34,29,37,26,2,23
54,80,7,66,10,14,58,28,21,30,34,30
47,56,63,61,52,25,19,18,21,23,30,25
35,93,15,35,64,1,62,35,7,36,27,38
41,46,3,52,73,12,53,22,25,15,9,26
41,39,17,11,50,22,46,29,1,31,13,12
42,27,38,4,67,35,15,42,9,42,18,30
63,90,5,21,15,36,41,25,43,5,22,34
62,73,7,75,11,36,13,12,25,34,15,47
32,25,8,30,45,20,37,34,11,28,24,21
64,92,46,77,79,31,32,38,26,34,8,12
42,55,61,42,65,11,55,16,32,46,30,18
55,27,57,12,78,21,30,17,19,35,6,45
69,29,28,25,27,16,31,15,3,8,49,11
51,36,10,37,32,31,70,23,27,33,23,36
90,89,68,47,70,10,13,23,40,12,41,17
24,74,20,30,66,2,27,14,23,26,24,26
83,51,30,14,68,37,23,48,25,48,2,24
40,44,13,50,58,31,78,34,45,48,23,37
92,35,10,67,15,35,65,33,37,33,34,31
87,54,35,52,19,13,39,18,33,8,12,28
29,25,39,49,66,20,17,45,5,47,9,15
40,25,71,22,46,18,72,6,14,38,29,40
64,79,40,36,55,34,13,16,20,35,33,34
80,87,3,79,58,5,21,46,48,28,7,47
32,35,61,3,39,30,50,46,2,12,48,32
53,75,31,18,68,21,56,47,48,36,48,31
36,94,71,2,58,20,45,5,39,41,44,22
78,58,5,62,46,26,26,33,19,20,2,33
39,92,74,56,54,2,42,42,35,39,25,28
91,73,42,41,17,34,59,30,24,42,49,27
32,55,65,72,47,1,71,6,43,47,14,35
54,57,29,38,16,34,15,29,32,35,8,32
31,76,72,22,49,10,28,44,33,31,6,26
33,83,15,64,49,24,13,23,21,19,33,18
37,69,74,64,27,22,55,31,49,3,34,20
74,76,32,24,17,32,42,23,34,41,39,30
45,76,18,7,34,10,37,39,27,3,6,48
63,60,61,69,75,28,12,44,35,24,7,34
90,70,64,3,25,26,50,5,28,23,28,32
50,40,47,11,59,19,78,24,18,10,39,43
78,49,45,65,17,5,44,28,5,15,1,20
68,33,13,65,65,27,46,29,1,47,1,24
31,22,65,68,56,27,19,12,5,36,26,16
47,20,56,21,31,13,72,17,26,49,48,13
41,39,73,62,48,13,41,10,20,11,4,46
49,86,48,44,65,3,10,10,37,4,14,22
93,73,24,29,47,32,55,42,35,1,30,48
23,51,57,5,79,34,34,27,3,38,8,17
95,66,35,8,14,25,72,30,40,39,3,30
36,75,77,20,58,8,15,17,39,48,38,12
26,61,54,54,61,39,22,33,8,49,20,42
78,22,45,11,76,38,76,42,6,28,20,19
65,68,34,44,57,13,79,24,26,28,2,31
54,63,12,10,74,2,51,42,25,17,28,39
24,25,47,12,56,4,66,38,37,34,40,37
61,80,71,69,57,29,13,23,22,3,29,12
62,22,66,40,69,2,75,9,5,8,5,46
65,38,5,77,34,29,65,45,30,28,31,31
95,43,17,58,75,6,42,12,20,3,6,38
69,88,53,23,19,13,67,32,37,31,14,40
50,73,27,27,73,37,71,38,40,27,16,45
88,81,57,52,57,15,61,5,27,43,21,15
50,65,36,79,58,27,69,28,2,42,17,29
69,54,35,62,73,2,60,39,38,2,45,33
68,45,44,50,15,21,69,2,6,26,37,20
49,57,74,66,20,6,20,16,12,42,39,28
20,81,19,69,44,20,51,33,31,38,10,21
35,68,30,20,21,33,76,9,32,5,48,47
91,54,14,33,20,25,58,27,23,19,7,28
54,71,32,17,39,15,63,20,39,13,24,17
71,37,66,45,14,20,11,19,36,48,22,48
26,86,76,24,78,20,53,3,49,39,21,11
45,62,10,64,63,21,28,34,33,29,16,29
53,42,70,24,72,18,24,37,3,18,24,11
63,86,2,52,58,33,26,15,17,6,39,26
28,46,77,25,39,30,25,43,8,34,2,27
24,28,64,77,47,13,18,4,23,14,48,11
86,88,11,12,31,39,51,3,48,15,8,21
65,48,9,3,49,12,58,10,14,2,44,45
45,36,9,37,57,32,29,24,43,10,1,27
49,49,10,67,48,26,53,36,18,2,39,48
41,25,40,34,51,35,54,1,4,19,42,41
74,56,65,76,68,24,55,29,27,12,4,20
80,48,18,65,41,12,32,1,25,15,8,22
66,59,71,40,27,7,38,15,42,19,38,22
27,64,71,53,33,2,49,41,33,46,15,18
30,87,6,17,20,31,61,10,4,5,23,39
73,39,18,70,38,33,55,46,25,3,9,20
94,35,68,77,18,5,47,33,35,36,27,33
20,34,7,29,27,30,72,41,42,28,39,39
49,62,29,27,42,18,69,45,20,14,2,33
50,66,24,38,34,30,47,46,46,19,4,36
73,56,33,60,48,32,25,42,43,39,49,11
89,82,32,72,15,33,66,13,36,28,34,16
41,46,7,70,52,23,29,23,12,29,4,26
72,87,44,25,14,35,23,1,18,33,26,32
96,21,62,58,38,8,46,21,16,15,9,25
57,72,8,54,58,36,27,29,43,20,39,46
70,30,27,28,55,21,67,11,30,24,48,42
89,63,36,72,44,25,52,7,5,6,7,15
43,62,73,74,73,7,26,21,43,19,40,11
57,92,48,65,17,22,45,13,13,29,49,42
76,85,26,75,61,21,14,29,20,19,48,35
50,53,69,23,18,21,29,21,21,27,35,42
29,26,48,14,32,29,55,12,12,4,9,30
34,24,49,19,36,19,14,4,24,45,43,21
90,65,30,4,46,4,18,24,31,30,30,11
53,29,4,7,38,23,79,46,19,20,48,12
69,27,1,45,50,34,40,5,38,26,7,23
30,36,60,8,70,20,35,35,37,40,9,26
83,35,17,32,78,31,19,48,41,3,42,47
29,86,22,27,14,32,26,34,36,9,18,41
41,56,62,6,14,14,67,16,35,32,9,45
70,47,25,60,58,2,30,21,38,33,4,37
54,89,40,47,54,1,76,4,22,46,8,32
80,76,62,39,14,19,61,12,44,19,37,44
75,78,24,32,64,34,23,48,41,2,39,19
20,34,2,8,66,29,18,42,17,39,44,10
82,31,9,13,42,19,77,14,45,2,44,32
76,27,28,9,39,37,70,40,36,44,20,43
96,32,16,58,30,29,59,23,32,41,49,12
64,39,52,21,51,15,43,11,48,24,46,25
30,37,75,14,67,20,53,13,19,25,12,30
44,26,38,49,61,7,16,7,31,10,16,12
87,23,48,15,45,10,34,41,3,42,23,10
41,22,55,2,41,5,21,41,3,6,31,28
60,27,79,9,75,38,70,46,43,30,14,35
77,31,62,65,30,20,64,46,31,20,14,26
49,90,16,60,29,11,36,19,37,26,28,13
43,48,74,57,37,36,31,39,11,31,37,23
50,85,54,2,49,25,34,40,43,42,29,13
38,23,41,36,54,29,51,17,41,27,42,46
69,82,68,17,58,13,13,44,9,2,44,25
59,42,70,57,60,5,17,42,15,4,43,13
52,68,50,2,55,35,61,36,32,9,39,22
32,39,7,27,19,11,45,35,17,18,48,28
59,76,77,21,64,21,77,11,30,25,14,38
80,52,73,7,11,34,10,2,18,2,31,11
94,45,17,62,64,34,17,37,7,42,17,32
61,34,9,48,50,20,24,8,1,20,26,44
84,52,74,8,44,22,58,5,1,28,18,22
40,61,24,20,45,38,12,46,15,12,24,32
47,33,18,15,24,15,37,30,1,24,4,16
91,35,78,47,44,39,51,9,18,24,44,33
35,23,51,65,48,10,64,20,13,14,19,12
58,84,8,31,71,33,59,13,37,14,42,21
69,30,42,21,40,22,30,25,1,41,21,41
39,24,25,78,59,17,34,38,2,9,29,10
72,62,37,4,65,34,60,22,36,36,19,14
60,59,48,20,17,22,23,23,35,7,5,47
81,69,59,22,73,13,47,28,14,3,38,33
45,33,29,19,60,25,64,43,28,44,28,34
59,33,37,22,12,16,16,49,19,30,31,12
44,89,45,39,69,23,75,49,29,10,32,30
63,43,12,3,30,31,63,39,39,35,4,46
39,87,24,1,46,4,45,41,49,5,35,23
96,30,13,11,10,12,30,14,34,23,24,32
27,48,61,36,79,9,23,34,32,44,19,15
78,82,50,79,20,7,63,4,34,33,36,32
72,74,47,25,34,29,42,17,36,9,11,35
35,83,66,72,65,1,15,21,18,19,39,15
90,45,47,76,37,30,12,20,2,10,18,34
56,48,61,44,27,2,78,6,31,29,23,47
70,70,16,16,36,5,43,32,29,13,27,15
43,81,41,56,59,22,23,47,45,42,12,24
58,45,28,36,46,29,58,23,16,23,1,33
38,32,5,36,69,25,35,39,8,42,22,12
85,91,39,79,70,2,41,33,47,47,42,17
36,70,34,42,20,29,12,32,34,1,30,17
75,39,50,74,15,30,51,46,12,49,24,31
40,66,23,77,26,1,32,31,47,46,33,26
81,90,6,29,36,27,16,21,44,26,1,45
93,41,74,75,44,5,27,33,31,27,10,26
46,34,18,17,70,30,38,14,34,45,7,22
47,40,13,7,22,10,76,25,42,19,42,25
27,20,8,20,50,13,61,2,42,37,39,44
36,34,36,2,30,27,38,28,9,12,9,23
82,23,2,27,11,3,56,28,33,10,34,49
85,32,45,27,33,31,21,34,19,25,16,45
93,28,14,13,72,24,43,10,18,18,2,17
35,42,47,54,56,22,46,13,38,45,29,44
84,85,39,76,12,28,11,43,36,29,25,26
68,61,31,47,65,11,12,27,21,3,45,24
60,74,8,58,70,26,25,17,23,15,28,43
76,92,9,31,30,31,38,33,20,1,30,46
43,57,27,36,61,32,71,18,6,12,17,42
78,82,68,10,13,39,76,27,46,37,5,30
20,49,43,40,35,12,27,36,43,19,45,26
31,54,28,40,22,16,34,39,1,13,33,46
51,55,61,34,32,35,18,13,1,16,27,47
38,38,34,46,69,19,74,39,43,46,33,18
22,58,47,63,43,31,48,40,18,40,42,11
74,68,48,30,17,27,53,46,18,8,25,20
37,52,33,9,10,19,33,10,18,41,37,49
23,30,1,76,10,1,79,39,32,36,42,49
35,65,66,20,57,39,19,45,43,41,20,11
89,64,25,51,46,25,79,37,40,34,46,25
83,25,60,23,27,24,11,6,11,36,1,44
37,87,60,50,42,25,16,3,34,16,36,46
57,41,52,21,69,20,49,17,18,27,40,22
83,28,17,18,31,18,57,29,31,12,20,46
87,88,54,29,59,7,56,33,29,16,4,33
38,67,27,19,57,20,26,7,25,15,11,21
43,69,1,58,32,5,54,5,42,44,27,16
33,63,8,55,52,14,40,45,35,49,39,33
30,70,25,56,58,14,16,6,25,35,12,29
34,73,9,72,32,36,34,29,17,49,49,45
49,43,43,54,33,39,14,18,22,37,49,43
42,23,63,72,76,14,48,42,38,46,33,48
24,37,57,54,69,22,21,25,47,11,40,48
81,75,70,45,19,11,39,21,31,23,39,40
49,58,26,38,63,24,11,11,47,4,47,13
68,40,36,33,35,6,27,28,43,17,35,39
42,81,28,49,59,31,54,14,27,11,38,42
71,88,23,19,18,31,45,48,47,39,30,12
37,50,53,43,19,25,73,23,10,18,39,49
56,75,41,8,39,9,58,2,30,33,32,28
70,35,19,55,53,35,21,3,7,26,36,26
90,50,31,1,40,16,58,25,3,29,38,24
52,92,67,2,45,28,22,18,4,36,32,13
25,25,40,40,51,24,76,45,36,40,3,15
88,62,68,35,77,19,21,22,20,41,42,34
79,29,55,31,68,18,46,30,27,32,40,26
91,82,15,5,25,27,43,13,1,10,48,44
36,67,10,3,21,4,15,13,20,3,27,36
94,59,25,33,23,33,67,14,36,25,6,25
84,49,35,8,51,34,11,37,20,9,36,28
30,58,52,76,73,5,63,33,18,18,12,13
23,92,15,17,51,1,70,47,28,28,39,11
76,22,22,51,47,19,27,47,2,41,10,18
28,37,41,61,51,6,18,33,48,15,5,33
24,85,15,54,70,11,61,7,4,40,17,11
74,89,55,56,57,31,48,4,34,1,47,33
95,63,9,22,39,30,40,42,39,9,21,23
47,51,40,32,69,5,11,12,9,32,22,19
49,56,52,70,37,37,41,29,3,23,8,45
67,23,56,33,27,35,23,21,16,34,3,41
84,61,73,44,16,38,30,30,4,39,24,11
23,86,47,68,47,17,33,23,11,8,26,45
29,46,43,28,44,25,60,29,47,39,40,26
90,48,21,53,12,37,73,45,26,27,27,33
84,41,72,4,76,2,60,14,20,9,12,33
93,65,65,54,52,10,68,41,42,18,40,22
93,36,43,21,23,30,71,35,35,15,36,39
52,31,3,64,52,9,53,12,3,36,2,36
45,55,31,40,65,24,58,43,21,47,27,29
21,27,4,3,34,23,13,48,40,42,38,26
23,37,77,37,78,25,51,41,1,44,48,15
40,86,69,32,72,38,46,24,46,47,37,20
67,58,37,11,79,1,56,8,34,30,23,46
59,49,59,8,68,24,23,36,2,35,10,15
73,46,75,55,49,11,18,41,36,41,13,41
41,33,44,19,58,1,36,35,8,48,22,17
90,40,64,33,75,5,18,27,40,29,4,49
63,47,52,25,59,22,36,22,47,44,49,27
62,86,65,51,66,9,66,42,13,31,12,22
56,72,56,12,17,33,29,46,27,42,31,23
60,59,33,42,12,19,56,16,29,43,20,31
29,41,75,47,58,37,67,8,30,18,21,11
93,75,60,40,69,22,23,20,36,41,49,32
82,28,64,1,63,18,65,30,46,10,24,31
48,22,27,15,16,39,19,35,39,38,3,42
36,94,17,10,64,38,75,9,28,21,47,24
88,78,22,64,64,14,65,48,39,32,30,14
36,49,61,29,65,12,70,25,29,31,24,41
49,65,77,33,54,27,44,31,26,2,11,16
35,58,74,73,38,5,77,12,15,41,36,45
78,92,46,31,37,12,73,31,22,30,43,35
56,31,52,51,69,12,16,6,31,4,9,11
44,28,19,76,29,22,20,21,26,11,43,43
59,21,31,39,26,7,44,29,3,49,2,43
83,77,71,57,11,29,26,45,46,3,32,28
31,51,4,12,73,35,43,26,10,5,1,22
70,42,1,75,11,32,51,21,28,21,36,30
82,73,75,66,37,12,78,28,45,12,9,47
20,89,55,29,35,25,43,35,28,17,34,48
52,24,32,31,56,19,77,12,26,35,37,44
47,92,12,74,66,36,31,43,49,34,1,40
88,85,23,66,38,1,30,6,20,14,10,12
94,66,73,32,40,20,26,21,18,4,32,14
43,83,37,46,35,14,23,48,18,20,27,14
58,90,71,21,35,38,14,45,1,21,44,19
35,85,24,49,69,39,40,31,3,12,20,31
50,28,59,19,66,16,64,40,38,20,31,48
68,91,35,40,74,6,49,30,34,39,29,25
29,71,59,70,58,36,24,46,45,7,49,40
78,41,44,69,27,24,76,24,41,35,46,40
31,20,5,30,41,8,36,31,48,24,10,31
44,86,23,1,44,13,43,26,31,6,32,48
91,49,61,37,53,14,56,17,28,4,7,41
91,33,8,65,32,4,11,8,21,35,28,24
85,20,63,23,10,39,73,32,40,44,16,48
83,25,27,44,28,21,53,40,41,32,17,27
83,37,56,30,52,24,39,11,2,31,20,36
67,71,23,45,11,25,32,32,10,44,39,34
88,73,64,19,59,20,11,27,28,9,4,36
58,28,46,15,56,27,25,40,32,35,25,48
55,89,6,79,55,9,43,1,11,40,34,22
52,20,76,34,51,26,58,31,32,46,11,44
37,79,42,21,21,12,36,26,1,5,1,39
43,89,13,50,23,19,10,10,33,22,24,17
81,54,15,56,28,4,56,14,4,32,9,45
68,53,29,1,33,23,12,32,8,39,5,25
36,60,2,46,25,14,37,49,47,17,14,12
28,92,52,73,54,16,48,48,11,24,28,21
22,21,15,43,72,23,79,38,20,32,35,47
73,56,42,61,22,13,62,44,49,23,1,19
42,37,44,38,51,20,22,22,37,9,11,26
25,57,39,14,74,4,33,29,6,45,11,12
36,83,60,1,52,37,34,41,23,18,22,41
65,58,2,79,51,18,42,29,30,27,46,11
84,47,1,13,54,27,18,25,49,48,41,38
93,52,48,49,58,38,37,38,48,27,15,23
73,52,34,57,51,16,56,24,27,25,14,32
85,51,11,69,59,20,33,29,46,18,26,26
52,60,29,21,72,17,46,6,3,36,49,21
82,34,20,74,43,8,60,29,17,21,16,29
34,23,45,54,16,16,37,13,20,25,38,27
24,69,7,46,76,9,18,28,22,28,1,21
41,48,1,6,71,35,31,16,1,6,29,40
35,43,71,16,58,35,75,43,33,1,9,39
74,83,76,4,33,27,66,17,17,45,29,20
80,83,52,42,10,39,77,30,3,25,16,14
88,86,7,3,76,21,14,20,3,30,24,30
37,45,57,54,16,32,53,13,16,13,28,21
33,26,50,58,72,17,42,5,46,28,22,48
47,60,69,34,14,36,25,46,14,40,41,30
49,57,62,46,40,26,10,9,40,6,37,15
22,31,75,20,21,28,58,35,32,34,5,20
30,31,46,62,75,19,30,1,15,42,36,29
80,52,25,59,24,15,24,18,14,1,30,13
57,67,43,54,46,30,53,31,22,17,28,28
43,84,60,27,51,1,66,4,12,5,22,25
69,46,43,74,17,6,26,31,17,48,26,42
64,23,67,39,10,33,64,2,40,11,6,31
46,21,3,35,59,6,24,22,22,36,6,17
68,59,42,61,67,5,44,46,5,23,41,17
58,54,13,40,71,32,24,27,27,38,6,12
38,71,37,68,67,26,66,1,34,13,25,32
57,39,16,4,72,25,54,18,9,43,23,37
51,37,8,26,69,39,46,48,33,45,34,33
21,52,76,76,55,2,52,2,26,46,30,40
59,55,32,29,79,28,46,25,34,38,2,37
83,68,35,59,65,18,41,43,17,11,13,32
68,43,28,49,39,13,19,33,37,11,6,33
51,39,40,14,26,7,27,9,5,19,36,24
85,41,24,73,73,11,27,46,21,45,25,11
48,92,51,72,70,1,42,1,45,15,48,22
59,76,26,7,26,30,17,38,26,5,22,16
84,24,31,52,30,16,63,4,14,22,33,22
75,76,69,72,26,4,15,48,8,24,49,40
53,21,41,18,10,28,52,40,25,33,12,12
22,91,69,64,19,4,38,21,32,45,7,46
72,65,75,44,40,36,19,13,25,44,41,34
36,48,11,43,64,1,12,31,12,32,14,24
77,30,43,8,33,16,32,26,20,19,19,35
96,20,22,76,58,11,61,38,41,46,1,44
56,48,30,75,46,16,15,19,47,31,3,12
41,81,2,54,48,30,13,9,3,41,14,45
35,62,50,53,29,19,17,2,33,16,49,32
41,46,22,30,58,12,12,1,29,30,11,34
83,33,20,60,19,26,71,12,15,17,24,14
95,85,30,78,56,38,43,16,7,9,41,19
57,53,36,8,63,24,14,10,1,34,45,41
24,49,67,30,21,18,15,30,10,27,49,45
39,24,17,47,55,23,44,49,45,17,9,45
76,24,73,31,20,14,52,9,32,48,8,49
36,93,71,3,75,29,74,10,23,46,9,30
28,33,30,2,15,28,18,2,4,33,43,46
84,65,42,47,20,33,45,39,41,18,23,15
62,84,23,68,15,38,46,34,14,5,42,24
49,46,61,45,72,31,26,48,12,3,23,49
92,79,2,72,55,35,66,7,14,12,48,38
48,82,74,72,72,17,50,37,9,31,10,12
50,35,66,33,12,12,26,48,1,21,36,44
23,79,51,1,45,29,79,25,46,31,11,45
69,71,13,4,55,23,61,36,40,38,32,44
50,35,40,41,35,2,34,30,23,11,43,18
81,64,41,26,21,18,24,32,3,19,35,33
47,74,27,32,63,20,38,15,27,20,11,15
94,91,44,1,54,18,57,45,34,32,9,41
96,79,41,26,52,18,23,40,18,12,12,40
30,72,19,65,11,9,20,26,17,22,29,43
75,51,13,46,35,12,59,22,46,20,30,18
21,85,21,69,78,13,73,38,46,37,13,49
84,88,2,1,72,14,43,31,40,20,4,10
35,45,48,1,17,6,35,18,4,38,40,17
73,90,42,41,55,5,43,44,33,31,23,43
63,82,7,8,64,19,27,43,39,31,13,36
68,43,11,14,79,19,72,43,15,41,15,21
69,64,43,26,29,35,68,30,9,3,2,46
54,86,23,75,35,22,75,48,5,9,16,23
70,32,20,13,72,5,38,15,44,29,15,33
25,74,10,10,23,17,35,35,10,42,27,15
84,37,74,56,42,23,65,9,8,8,7,40
36,70,31,1,74,34,17,15,11,35,28,19
36,42,7,1,77,30,44,49,9,5,13,45
58,79,5,32,25,39,39,10,47,49,18,21
49,70,2,65,55,6,77,49,34,45,45,23
77,93,64,15,78,39,48,1,48,18,40,49
23,77,5,58,64,23,39,32,33,9,32,49
35,44,39,59,29,26,17,3,10,23,27,43
32,44,77,16,37,4,29,2,23,28,36,26
94,26,57,46,18,28,40,29,20,41,9,24
66,57,71,69,70,14,76,44,42,14,3,31
62,27,3,40,28,29,19,21,38,34,15,29
84,69,31,35,14,7,48,1,8,4,31,24
49,47,64,36,43,36,59,30,47,5,23,32
84,80,66,62,32,6,18,14,41,26,27,40
72,89,72,11,61,3,27,38,23,11,11,17
52,43,43,26,19,6,64,21,7,46,7,38
23,54,1,55,18,20,53,34,30,39,25,12
50,87,58,34,31,24,77,21,18,9,40,21
34,67,39,57,59,5,41,18,26,39,47,25
22,84,3,48,50,37,46,49,14,31,15,22
46,69,74,55,59,4,16,8,36,49,46,21
56,47,65,52,61,27,41,3,4,31,28,10
22,41,58,10,24,3,41,44,37,34,32,30
67,93,27,13,75,6,17,25,34,20,49,33
51,53,26,56,27,22,63,6,48,5,4,11
82,25,37,19,11,31,53,19,34,4,44,45
34,21,50,52,47,12,63,20,21,4,25,15
64,90,55,14,28,26,70,28,37,9,10,16
88,86,25,32,76,16,65,44,31,22,6,26
47,65,2,25,43,7,28,4,29,14,16,11
64,93,59,24,65,20,72,41,39,46,14,41
57,70,77,41,15,38,59,28,20,44,8,46
54,85,42,67,50,24,27,35,34,47,48,29
52,55,3,63,13,20,51,44,34,6,37,24
41,39,17,10,20,18,54,34,2,12,21,15
60,61,55,26,60,2,10,20,26,1,42,47
83,85,29,45,64,4,59,30,28,11,17,20
49,48,45,48,13,32,75,31,33,14,15,32
56,28,64,73,63,35,46,19,4,28,22,48
22,37,18,76,69,23,37,42,20,25,39,24
64,53,4,43,26,23,54,25,18,28,20,28
41,90,39,23,76,10,12,2,48,5,10,37
26,64,23,15,31,17,63,46,3,39,28,25
54,73,16,31,36,26,70,3,19,13,4,35
44,43,74,10,29,16,24,19,41,11,32,13
88,58,79,27,14,30,77,29,18,12,49,39
48,48,10,70,34,23,19,7,49,49,29,18
43,56,10,4,41,36,36,9,37,48,48,11
65,49,24,74,28,3,13,27,32,48,1,27
44,34,12,17,32,37,51,3,8,4,17,21
44,24,7,70,56,13,67,28,25,40,15,38
34,36,78,65,32,38,21,37,11,38,18,28
49,87,32,13,37,26,77,17,21,14,34,15
89,75,9,21,79,29,60,22,32,24,2,30
76,50,57,68,62,28,40,47,37,43,49,36
21,56,7,71,77,14,16,4,25,33,41,30
65,20,30,36,14,19,28,44,6,45,9,29
50,35,17,71,19,23,24,14,45,36,47,17
63,93,76,8,62,25,17,37,13,28,20,13
50,88,20,48,37,29,32,4,21,5,43,46
46,65,75,44,48,3,10,1,21,21,48,25
91,31,37,33,69,34,45,1,47,23,34,38
92,94,68,9,12,25,20,30,19,34,28,19
87,35,56,66,34,22,39,2,15,11,3,44
32,50,51,5,24,19,46,39,11,48,29,14
65,77,21,3,55,11,11,18,44,34,17,45
